"year","depletion","spawning_potential","spawning_potential_nofish","recruitment","fishing_mortality","relative_fishing_mortality","scenario","model_token","model_key","region","source_file","change_token"
2008,0.386152472842728,837.06175,2167.6975,94.791239,0.355523948858982,0.721275,"06-ConvertToLength","06-ConvertToLength","06-ConvertToLength","All","data/stepwise/models/06-ConvertToLength/model_payload.rds",""
2009,0.369707222169498,779.121,2107.4,109.020066,0.26082278269219,0.74045,"06-ConvertToLength","06-ConvertToLength","06-ConvertToLength","All","data/stepwise/models/06-ConvertToLength/model_payload.rds",""
2010,0.352402292484408,731.7105,2076.35,80.826233,0.248013586873837,0.612125,"06-ConvertToLength","06-ConvertToLength","06-ConvertToLength","All","data/stepwise/models/06-ConvertToLength/model_payload.rds",""
2011,0.348604167466319,726.57475,2084.24,86.119252,0.316301272378431,0.7693,"06-ConvertToLength","06-ConvertToLength","06-ConvertToLength","All","data/stepwise/models/06-ConvertToLength/model_payload.rds",""
2012,0.341888788405966,706.00975,2065.0275,142.527111,0.277641690749968,0.7938,"06-ConvertToLength","06-ConvertToLength","06-ConvertToLength","All","data/stepwise/models/06-ConvertToLength/model_payload.rds",""
2013,0.332965998676354,670.38625,2013.3775,125.2714752,0.269208887826555,0.718125,"06-ConvertToLength","06-ConvertToLength","06-ConvertToLength","All","data/stepwise/models/06-ConvertToLength/model_payload.rds",""
2014,0.337593544536655,687.27125,2035.795,71.041901,0.325476728138738,0.764425,"06-ConvertToLength","06-ConvertToLength","06-ConvertToLength","All","data/stepwise/models/06-ConvertToLength/model_payload.rds",""
2015,0.345175087094726,735.424,2130.5825,90.059294,0.347203710597451,0.686725,"06-ConvertToLength","06-ConvertToLength","06-ConvertToLength","All","data/stepwise/models/06-ConvertToLength/model_payload.rds",""
2016,0.344552961810102,747.9995,2170.9275,124.407283,0.511820501973053,0.726275,"06-ConvertToLength","06-ConvertToLength","06-ConvertToLength","All","data/stepwise/models/06-ConvertToLength/model_payload.rds",""
2017,0.339323661278286,721.8305,2127.2625,102.500097,0.248582584889137,0.620875,"06-ConvertToLength","06-ConvertToLength","06-ConvertToLength","All","data/stepwise/models/06-ConvertToLength/model_payload.rds",""
2018,0.332990679170761,698.075,2096.38,74.74455,0.304812199070164,0.7301,"06-ConvertToLength","06-ConvertToLength","06-ConvertToLength","All","data/stepwise/models/06-ConvertToLength/model_payload.rds",""
2019,0.329635091182609,692.97125,2102.2375,92.0074773,0.253498185239301,0.641375,"06-ConvertToLength","06-ConvertToLength","06-ConvertToLength","All","data/stepwise/models/06-ConvertToLength/model_payload.rds",""
2020,0.332351142326094,696.91625,2096.9275,70.9615771,0.548065490281332,0.70345,"06-ConvertToLength","06-ConvertToLength","06-ConvertToLength","All","data/stepwise/models/06-ConvertToLength/model_payload.rds",""
2021,0.336606014688155,695.29675,2065.61,93.425636,0.480651897948734,0.7171,"06-ConvertToLength","06-ConvertToLength","06-ConvertToLength","All","data/stepwise/models/06-ConvertToLength/model_payload.rds",""
1952,0.997045444586469,2673.53,2681.4525,161.9274,0.0060491420416485,0.0437625,"07-AddLengthData","07-AddLengthData","07-AddLengthData","All","data/stepwise/models/07-AddLengthData/model_payload.rds",""
1953,0.987470565077606,2708.9675,2743.34,48.5283941,0.00675870004458036,0.0417325,"07-AddLengthData","07-AddLengthData","07-AddLengthData","All","data/stepwise/models/07-AddLengthData/model_payload.rds",""
1954,0.981059593620338,2734.5025,2787.295,188.3369989,0.00408939632128092,0.0295525,"07-AddLengthData","07-AddLengthData","07-AddLengthData","All","data/stepwise/models/07-AddLengthData/model_payload.rds",""
1955,0.974761732658079,2676.82,2746.1275,172.644767,0.00618527555841545,0.0498475,"07-AddLengthData","07-AddLengthData","07-AddLengthData","All","data/stepwise/models/07-AddLengthData/model_payload.rds",""
1956,0.966744448612082,2564.4975,2652.715,92.908393,0.00844522604101418,0.053795,"07-AddLengthData","07-AddLengthData","07-AddLengthData","All","data/stepwise/models/07-AddLengthData/model_payload.rds",""
1957,0.959639543740193,2614.37,2724.325,84.6167487,0.0116952033882004,0.07453,"07-AddLengthData","07-AddLengthData","07-AddLengthData","All","data/stepwise/models/07-AddLengthData/model_payload.rds",""
1958,0.946406564894483,2532.345,2675.7475,152.213243,0.0141756061320142,0.108715,"07-AddLengthData","07-AddLengthData","07-AddLengthData","All","data/stepwise/models/07-AddLengthData/model_payload.rds",""
1959,0.929563139145118,2319.0625,2494.7875,16.9125664,0.0128910732188628,0.099925,"07-AddLengthData","07-AddLengthData","07-AddLengthData","All","data/stepwise/models/07-AddLengthData/model_payload.rds",""
1960,0.916074769593237,2115.18,2308.96,77.5855768,0.0142795359102652,0.10788,"07-AddLengthData","07-AddLengthData","07-AddLengthData","All","data/stepwise/models/07-AddLengthData/model_payload.rds",""
1961,0.906390180036476,1981.6975,2186.3625,85.2343458,0.0125165700227625,0.11087,"07-AddLengthData","07-AddLengthData","07-AddLengthData","All","data/stepwise/models/07-AddLengthData/model_payload.rds",""
1962,0.89608048528036,1800.7275,2009.56,80.225882,0.0119582660018935,0.10918,"07-AddLengthData","07-AddLengthData","07-AddLengthData","All","data/stepwise/models/07-AddLengthData/model_payload.rds",""
1963,0.887917942193774,1675.035,1886.475,68.0409837,0.0157116220130165,0.1402025,"07-AddLengthData","07-AddLengthData","07-AddLengthData","All","data/stepwise/models/07-AddLengthData/model_payload.rds",""
1964,0.878839368511524,1554.245,1768.52,77.2334155,0.0110232188674679,0.106735,"07-AddLengthData","07-AddLengthData","07-AddLengthData","All","data/stepwise/models/07-AddLengthData/model_payload.rds",""
1965,0.878922877889992,1474.2525,1677.34,64.6236978,0.0121798137680787,0.104905,"07-AddLengthData","07-AddLengthData","07-AddLengthData","All","data/stepwise/models/07-AddLengthData/model_payload.rds",""
1966,0.878033830100835,1407.3675,1602.8625,103.531966,0.011688750328433,0.11889,"07-AddLengthData","07-AddLengthData","07-AddLengthData","All","data/stepwise/models/07-AddLengthData/model_payload.rds",""
1967,0.87273824978597,1322.685,1515.5575,63.6148335,0.014784099107227,0.126885,"07-AddLengthData","07-AddLengthData","07-AddLengthData","All","data/stepwise/models/07-AddLengthData/model_payload.rds",""
1968,0.870766594844371,1257.855,1444.5375,51.7797254,0.012941937175383,0.1023075,"07-AddLengthData","07-AddLengthData","07-AddLengthData","All","data/stepwise/models/07-AddLengthData/model_payload.rds",""
1969,0.873427122931695,1267.1375,1450.765,92.841221,0.0153300540078246,0.1321,"07-AddLengthData","07-AddLengthData","07-AddLengthData","All","data/stepwise/models/07-AddLengthData/model_payload.rds",""
1970,0.87032292041628,1227.04,1409.8675,65.9407775,0.0302420587539496,0.123905,"07-AddLengthData","07-AddLengthData","07-AddLengthData","All","data/stepwise/models/07-AddLengthData/model_payload.rds",""
1971,0.86801999846503,1187.5425,1368.105,70.9680475,0.0314946021036832,0.12544,"07-AddLengthData","07-AddLengthData","07-AddLengthData","All","data/stepwise/models/07-AddLengthData/model_payload.rds",""
1972,0.862577466450108,1188.2975,1377.6125,49.335395,0.048649528403198,0.1752,"07-AddLengthData","07-AddLengthData","07-AddLengthData","All","data/stepwise/models/07-AddLengthData/model_payload.rds",""
1973,0.848147619494788,1128.9905,1331.125,119.268042,0.0386422859257315,0.1461,"07-AddLengthData","07-AddLengthData","07-AddLengthData","All","data/stepwise/models/07-AddLengthData/model_payload.rds",""
1974,0.838712755996604,1080.9525,1288.82325,38.369283,0.0415293585027853,0.156325,"07-AddLengthData","07-AddLengthData","07-AddLengthData","All","data/stepwise/models/07-AddLengthData/model_payload.rds",""
1975,0.828045477156492,1065.34675,1286.58,142.822008,0.0442113065626259,0.19225,"07-AddLengthData","07-AddLengthData","07-AddLengthData","All","data/stepwise/models/07-AddLengthData/model_payload.rds",""
1976,0.815600046600369,1067.6225,1309.0025,51.537938,0.0423473310063842,0.196125,"07-AddLengthData","07-AddLengthData","07-AddLengthData","All","data/stepwise/models/07-AddLengthData/model_payload.rds",""
1977,0.806093893484457,1101.65225,1366.655,141.4153693,0.0539229646712745,0.219525,"07-AddLengthData","07-AddLengthData","07-AddLengthData","All","data/stepwise/models/07-AddLengthData/model_payload.rds",""
1978,0.800411264439932,1160.9205,1450.405,14.426477,0.0390992153350836,0.177575,"07-AddLengthData","07-AddLengthData","07-AddLengthData","All","data/stepwise/models/07-AddLengthData/model_payload.rds",""
1979,0.791895056681102,1176.7125,1485.945,57.718156,0.0652440776741604,0.218375,"07-AddLengthData","07-AddLengthData","07-AddLengthData","All","data/stepwise/models/07-AddLengthData/model_payload.rds",""
1980,0.781279542040012,1192.1525,1525.8975,91.677436,0.0555340103343549,0.219775,"07-AddLengthData","07-AddLengthData","07-AddLengthData","All","data/stepwise/models/07-AddLengthData/model_payload.rds",""
1981,0.769157499260394,1124.4525,1461.9275,100.366187,0.0795896090353472,0.2104,"07-AddLengthData","07-AddLengthData","07-AddLengthData","All","data/stepwise/models/07-AddLengthData/model_payload.rds",""
1982,0.760849695030848,1082.1375,1422.275,107.967027,0.0746460704764807,0.24995,"07-AddLengthData","07-AddLengthData","07-AddLengthData","All","data/stepwise/models/07-AddLengthData/model_payload.rds",""
1983,0.751465948882133,1083.2175,1441.4725,91.34021,0.0960304188717387,0.2559,"07-AddLengthData","07-AddLengthData","07-AddLengthData","All","data/stepwise/models/07-AddLengthData/model_payload.rds",""
1984,0.74095897582804,1125.1425,1518.495,74.501131,0.102707344863497,0.28075,"07-AddLengthData","07-AddLengthData","07-AddLengthData","All","data/stepwise/models/07-AddLengthData/model_payload.rds",""
1985,0.720590683449416,1136.24,1576.8175,144.370343,0.108563751496631,0.2883,"07-AddLengthData","07-AddLengthData","07-AddLengthData","All","data/stepwise/models/07-AddLengthData/model_payload.rds",""
1986,0.699242227528072,1104.0825,1578.97,55.347506,0.104316037149821,0.26015,"07-AddLengthData","07-AddLengthData","07-AddLengthData","All","data/stepwise/models/07-AddLengthData/model_payload.rds",""
1987,0.687003028290448,1127.5025,1641.19,132.489166,0.118549314648353,0.3314,"07-AddLengthData","07-AddLengthData","07-AddLengthData","All","data/stepwise/models/07-AddLengthData/model_payload.rds",""
1988,0.671985321272332,1150.8975,1712.6825,142.414805,0.103097653912543,0.29445,"07-AddLengthData","07-AddLengthData","07-AddLengthData","All","data/stepwise/models/07-AddLengthData/model_payload.rds",""
1989,0.657640032889098,1131.75575,1720.935,89.3170805,0.117907729038621,0.294225,"07-AddLengthData","07-AddLengthData","07-AddLengthData","All","data/stepwise/models/07-AddLengthData/model_payload.rds",""
1990,0.649053922052836,1182.745,1822.26,120.051479,0.135964967518649,0.362575,"07-AddLengthData","07-AddLengthData","07-AddLengthData","All","data/stepwise/models/07-AddLengthData/model_payload.rds",""
1991,0.639699938948731,1212.8375,1895.9475,83.8443889,0.164886367872154,0.3293,"07-AddLengthData","07-AddLengthData","07-AddLengthData","All","data/stepwise/models/07-AddLengthData/model_payload.rds",""
1992,0.623708126311642,1202.91,1928.6425,150.929453,0.188901524852227,0.40615,"07-AddLengthData","07-AddLengthData","07-AddLengthData","All","data/stepwise/models/07-AddLengthData/model_payload.rds",""
1993,0.603337162312496,1166.0275,1932.63,63.70577,0.139321024902039,0.3514,"07-AddLengthData","07-AddLengthData","07-AddLengthData","All","data/stepwise/models/07-AddLengthData/model_payload.rds",""
1994,0.5822281453825,1144.6125,1965.9175,143.115726,0.166155063998857,0.4108,"07-AddLengthData","07-AddLengthData","07-AddLengthData","All","data/stepwise/models/07-AddLengthData/model_payload.rds",""
1995,0.563589567690586,1125.525,1997.065,77.195762,0.142317529452135,0.3693,"07-AddLengthData","07-AddLengthData","07-AddLengthData","All","data/stepwise/models/07-AddLengthData/model_payload.rds",""
1996,0.551788510406467,1086.255,1968.6075,157.482784,0.158642655716502,0.347125,"07-AddLengthData","07-AddLengthData","07-AddLengthData","All","data/stepwise/models/07-AddLengthData/model_payload.rds",""
1997,0.55830941400329,1125.2475,2015.455,67.899111,0.185133073932268,0.4349,"07-AddLengthData","07-AddLengthData","07-AddLengthData","All","data/stepwise/models/07-AddLengthData/model_payload.rds",""
1998,0.54788332768598,1135.895,2073.2425,136.967028,0.232176138450492,0.5135,"07-AddLengthData","07-AddLengthData","07-AddLengthData","All","data/stepwise/models/07-AddLengthData/model_payload.rds",""
1999,0.531570612953538,1114.475,2096.57,98.191882,0.302261658216578,0.564925,"07-AddLengthData","07-AddLengthData","07-AddLengthData","All","data/stepwise/models/07-AddLengthData/model_payload.rds",""
2000,0.501523821258122,1037.97,2069.6325,168.639639,0.248718190524308,0.5442,"07-AddLengthData","07-AddLengthData","07-AddLengthData","All","data/stepwise/models/07-AddLengthData/model_payload.rds",""
2001,0.476544784666749,978.8075,2053.9675,88.330707,0.201681224863158,0.469375,"07-AddLengthData","07-AddLengthData","07-AddLengthData","All","data/stepwise/models/07-AddLengthData/model_payload.rds",""
2002,0.459462873034347,973.1125,2117.935,126.864114,0.196825254256439,0.5811,"07-AddLengthData","07-AddLengthData","07-AddLengthData","All","data/stepwise/models/07-AddLengthData/model_payload.rds",""
2003,0.447024456350961,978.03475,2187.8775,86.365277,0.271228335535099,0.532575,"07-AddLengthData","07-AddLengthData","07-AddLengthData","All","data/stepwise/models/07-AddLengthData/model_payload.rds",""
2004,0.437502366471492,964.8185,2205.2875,158.226635,0.261369788329966,0.728975,"07-AddLengthData","07-AddLengthData","07-AddLengthData","All","data/stepwise/models/07-AddLengthData/model_payload.rds",""
2005,0.421192096984472,919.1275,2182.205,96.120616,0.234641462631186,0.5774,"07-AddLengthData","07-AddLengthData","07-AddLengthData","All","data/stepwise/models/07-AddLengthData/model_payload.rds",""
2006,0.411635154836258,907.0535,2203.5375,86.506543,0.26426697405966,0.624675,"07-AddLengthData","07-AddLengthData","07-AddLengthData","All","data/stepwise/models/07-AddLengthData/model_payload.rds",""
2007,0.404084904299882,903.648,2236.2825,120.529196,0.287995258844602,0.64095,"07-AddLengthData","07-AddLengthData","07-AddLengthData","All","data/stepwise/models/07-AddLengthData/model_payload.rds",""
2008,0.389890563106268,860.74775,2207.665,102.081459,0.337941844285157,0.69065,"07-AddLengthData","07-AddLengthData","07-AddLengthData","All","data/stepwise/models/07-AddLengthData/model_payload.rds",""
2009,0.373992443910928,803.807,2149.26,113.028315,0.253053075909045,0.707875,"07-AddLengthData","07-AddLengthData","07-AddLengthData","All","data/stepwise/models/07-AddLengthData/model_payload.rds",""
2010,0.357583136999467,756.2195,2114.8075,86.392691,0.237545493338209,0.58665,"07-AddLengthData","07-AddLengthData","07-AddLengthData","All","data/stepwise/models/07-AddLengthData/model_payload.rds",""
2011,0.353682585035137,749.52325,2119.1975,91.159195,0.300460647810318,0.7359,"07-AddLengthData","07-AddLengthData","07-AddLengthData","All","data/stepwise/models/07-AddLengthData/model_payload.rds",""
2012,0.347411646607866,729.37425,2099.4525,150.952333,0.267523606387151,0.75775,"07-AddLengthData","07-AddLengthData","07-AddLengthData","All","data/stepwise/models/07-AddLengthData/model_payload.rds",""
2013,0.339110204430654,694.00175,2046.5375,131.9434898,0.260515924740346,0.685675,"07-AddLengthData","07-AddLengthData","07-AddLengthData","All","data/stepwise/models/07-AddLengthData/model_payload.rds",""
2014,0.343531895076177,709.99025,2066.7375,77.715564,0.315263629477372,0.7314,"07-AddLengthData","07-AddLengthData","07-AddLengthData","All","data/stepwise/models/07-AddLengthData/model_payload.rds",""
2015,0.35130414583042,759.94025,2163.1975,96.472712,0.3371022971509,0.655775,"07-AddLengthData","07-AddLengthData","07-AddLengthData","All","data/stepwise/models/07-AddLengthData/model_payload.rds",""
2016,0.350988387775317,774.233,2205.865,127.985925,0.506988611759672,0.692825,"07-AddLengthData","07-AddLengthData","07-AddLengthData","All","data/stepwise/models/07-AddLengthData/model_payload.rds",""
2017,0.34612017159446,748.741,2163.24,110.877307,0.238441096548478,0.592,"07-AddLengthData","07-AddLengthData","07-AddLengthData","All","data/stepwise/models/07-AddLengthData/model_payload.rds",""
2018,0.339340760601325,723.62975,2132.4575,84.214301,0.285661772302728,0.6941,"07-AddLengthData","07-AddLengthData","07-AddLengthData","All","data/stepwise/models/07-AddLengthData/model_payload.rds",""
2019,0.335509029135632,717.66975,2139.0475,73.2467014,0.298686300624136,0.6174,"07-AddLengthData","07-AddLengthData","07-AddLengthData","All","data/stepwise/models/07-AddLengthData/model_payload.rds",""
2020,0.339260203723874,725.73525,2139.17,81.6681602,0.543530751955504,0.70575,"07-AddLengthData","07-AddLengthData","07-AddLengthData","All","data/stepwise/models/07-AddLengthData/model_payload.rds",""
2021,0.333540014471693,692.585,2076.4675,98.676217,0.467471086139857,0.73095,"07-AddLengthData","07-AddLengthData","07-AddLengthData","All","data/stepwise/models/07-AddLengthData/model_payload.rds",""
1952,0.997402955313647,3076.265,3084.275,186.128122,0.00530866866447485,0.041165,"08-DataTo2024","08-DataTo2024","08-DataTo2024","All","data/stepwise/models/08-DataTo2024/model_payload.rds",""
1953,0.988952136488055,3120.725,3155.5875,55.6256276,0.00593656332605647,0.039145,"08-DataTo2024","08-DataTo2024","08-DataTo2024","All","data/stepwise/models/08-DataTo2024/model_payload.rds",""
1954,0.98332249517741,3152.7925,3206.265,217.8836766,0.00360020414561125,0.027565,"08-DataTo2024","08-DataTo2024","08-DataTo2024","All","data/stepwise/models/08-DataTo2024/model_payload.rds",""
1955,0.977821383735418,3088.2875,3158.335,203.436142,0.00535948495308989,0.046535,"08-DataTo2024","08-DataTo2024","08-DataTo2024","All","data/stepwise/models/08-DataTo2024/model_payload.rds",""
1956,0.970800510423884,2963.2375,3052.365,105.940032,0.00735688671025961,0.049835,"08-DataTo2024","08-DataTo2024","08-DataTo2024","All","data/stepwise/models/08-DataTo2024/model_payload.rds",""
1957,0.964692561758577,3031.0375,3141.9725,97.606243,0.0101571218230222,0.0689725,"08-DataTo2024","08-DataTo2024","08-DataTo2024","All","data/stepwise/models/08-DataTo2024/model_payload.rds",""
1958,0.953175087371972,2948.945,3093.8125,175.659759,0.0123223451040632,0.100835,"08-DataTo2024","08-DataTo2024","08-DataTo2024","All","data/stepwise/models/08-DataTo2024/model_payload.rds",""
1959,0.938442884547931,2708.8975,2886.5875,21.0754938,0.0111412613063986,0.09275,"08-DataTo2024","08-DataTo2024","08-DataTo2024","All","data/stepwise/models/08-DataTo2024/model_payload.rds",""
1960,0.926542147763846,2474.3725,2670.545,88.8080888,0.0123751893737137,0.09975,"08-DataTo2024","08-DataTo2024","08-DataTo2024","All","data/stepwise/models/08-DataTo2024/model_payload.rds",""
1961,0.918083543085396,2322.5425,2529.7725,100.375891,0.0107399199014229,0.102745,"08-DataTo2024","08-DataTo2024","08-DataTo2024","All","data/stepwise/models/08-DataTo2024/model_payload.rds",""
1962,0.909051254089422,2115.26,2326.8875,92.480624,0.0103704791937232,0.1009375,"08-DataTo2024","08-DataTo2024","08-DataTo2024","All","data/stepwise/models/08-DataTo2024/model_payload.rds",""
1963,0.901893340593122,1971.1375,2185.555,79.5164764,0.0135170485170217,0.129555,"08-DataTo2024","08-DataTo2024","08-DataTo2024","All","data/stepwise/models/08-DataTo2024/model_payload.rds",""
1964,0.893947798650894,1833.145,2050.6175,91.0757119,0.00945320493129416,0.0987175,"08-DataTo2024","08-DataTo2024","08-DataTo2024","All","data/stepwise/models/08-DataTo2024/model_payload.rds",""
1965,0.894159313854534,1740.765,1946.8175,75.157957,0.0104888898477423,0.0964375,"08-DataTo2024","08-DataTo2024","08-DataTo2024","All","data/stepwise/models/08-DataTo2024/model_payload.rds",""
1966,0.893547382383108,1663.955,1862.19,114.738566,0.010154595179598,0.10906,"08-DataTo2024","08-DataTo2024","08-DataTo2024","All","data/stepwise/models/08-DataTo2024/model_payload.rds",""
1967,0.889002626535103,1565.4225,1760.875,73.4168716,0.0128440773677894,0.116935,"08-DataTo2024","08-DataTo2024","08-DataTo2024","All","data/stepwise/models/08-DataTo2024/model_payload.rds",""
1968,0.887111107135083,1487.4325,1676.715,62.2337878,0.0111811191593464,0.0946675,"08-DataTo2024","08-DataTo2024","08-DataTo2024","All","data/stepwise/models/08-DataTo2024/model_payload.rds",""
1969,0.889208615966945,1494.095,1680.2525,107.190451,0.0132536605267187,0.1220325,"08-DataTo2024","08-DataTo2024","08-DataTo2024","All","data/stepwise/models/08-DataTo2024/model_payload.rds",""
1970,0.886379284698911,1445.0575,1630.2925,78.2303255,0.0266099932643633,0.11443,"08-DataTo2024","08-DataTo2024","08-DataTo2024","All","data/stepwise/models/08-DataTo2024/model_payload.rds",""
1971,0.884440042461235,1399.7325,1582.62,81.5839434,0.0275248961067884,0.115535,"08-DataTo2024","08-DataTo2024","08-DataTo2024","All","data/stepwise/models/08-DataTo2024/model_payload.rds",""
1972,0.879764204794942,1402.5025,1594.18,55.599019,0.0424512476371974,0.161,"08-DataTo2024","08-DataTo2024","08-DataTo2024","All","data/stepwise/models/08-DataTo2024/model_payload.rds",""
1973,0.86715651592551,1335.95,1540.61,137.36612,0.0342382294645506,0.133925,"08-DataTo2024","08-DataTo2024","08-DataTo2024","All","data/stepwise/models/08-DataTo2024/model_payload.rds",""
1974,0.859005259646876,1281.245,1491.545,44.09202,0.03656980355845,0.1434,"08-DataTo2024","08-DataTo2024","08-DataTo2024","All","data/stepwise/models/08-DataTo2024/model_payload.rds",""
1975,0.849564809664099,1263.785,1487.5675,163.971787,0.038151421942087,0.177575,"08-DataTo2024","08-DataTo2024","08-DataTo2024","All","data/stepwise/models/08-DataTo2024/model_payload.rds",""
1976,0.837994135848969,1265.39,1510.0225,57.322799,0.0373479343585345,0.1818,"08-DataTo2024","08-DataTo2024","08-DataTo2024","All","data/stepwise/models/08-DataTo2024/model_payload.rds",""
1977,0.829251011180977,1304.955,1573.655,162.8313112,0.047876915677083,0.20265,"08-DataTo2024","08-DataTo2024","08-DataTo2024","All","data/stepwise/models/08-DataTo2024/model_payload.rds",""
1978,0.824173550311207,1374.1425,1667.2975,16.6763503,0.0342801157515894,0.163575,"08-DataTo2024","08-DataTo2024","08-DataTo2024","All","data/stepwise/models/08-DataTo2024/model_payload.rds",""
1979,0.816500648679552,1392.45,1705.3875,65.520646,0.0560405580862436,0.201675,"08-DataTo2024","08-DataTo2024","08-DataTo2024","All","data/stepwise/models/08-DataTo2024/model_payload.rds",""
1980,0.806770743981243,1410.8,1748.7,103.24003,0.0478256805846548,0.202275,"08-DataTo2024","08-DataTo2024","08-DataTo2024","All","data/stepwise/models/08-DataTo2024/model_payload.rds",""
1981,0.795999468348041,1332.525,1674.0275,112.301172,0.0686283350905343,0.1934,"08-DataTo2024","08-DataTo2024","08-DataTo2024","All","data/stepwise/models/08-DataTo2024/model_payload.rds",""
1982,0.788653497808348,1283.295,1627.1975,128.028463,0.0679187630335895,0.230675,"08-DataTo2024","08-DataTo2024","08-DataTo2024","All","data/stepwise/models/08-DataTo2024/model_payload.rds",""
1983,0.779900146664336,1282.8675,1644.9125,100.187737,0.0792115315824923,0.235625,"08-DataTo2024","08-DataTo2024","08-DataTo2024","All","data/stepwise/models/08-DataTo2024/model_payload.rds",""
1984,0.769908596344433,1329.5975,1726.955,84.510633,0.0892842272343406,0.2585,"08-DataTo2024","08-DataTo2024","08-DataTo2024","All","data/stepwise/models/08-DataTo2024/model_payload.rds",""
1985,0.751281897361658,1345.3975,1790.8025,161.823943,0.0954469537699706,0.2658,"08-DataTo2024","08-DataTo2024","08-DataTo2024","All","data/stepwise/models/08-DataTo2024/model_payload.rds",""
1986,0.73253973137618,1309.51,1787.63,61.074386,0.0911469444404807,0.2388,"08-DataTo2024","08-DataTo2024","08-DataTo2024","All","data/stepwise/models/08-DataTo2024/model_payload.rds",""
1987,0.721098723646309,1337.42,1854.6975,148.429991,0.101508809903317,0.3049,"08-DataTo2024","08-DataTo2024","08-DataTo2024","All","data/stepwise/models/08-DataTo2024/model_payload.rds",""
1988,0.707027193403333,1366.7525,1933.0975,162.160995,0.0883872054121465,0.269825,"08-DataTo2024","08-DataTo2024","08-DataTo2024","All","data/stepwise/models/08-DataTo2024/model_payload.rds",""
1989,0.693849781123198,1344.8925,1938.305,98.9912245,0.105690989872679,0.270025,"08-DataTo2024","08-DataTo2024","08-DataTo2024","All","data/stepwise/models/08-DataTo2024/model_payload.rds",""
1990,0.686306289825909,1406.885,2049.9375,133.915357,0.118272178535199,0.3324,"08-DataTo2024","08-DataTo2024","08-DataTo2024","All","data/stepwise/models/08-DataTo2024/model_payload.rds",""
1991,0.677548593363882,1444.2575,2131.5925,90.8993952,0.14452364421127,0.300675,"08-DataTo2024","08-DataTo2024","08-DataTo2024","All","data/stepwise/models/08-DataTo2024/model_payload.rds",""
1992,0.662139097457833,1433.455,2164.885,170.103363,0.166950476668915,0.371475,"08-DataTo2024","08-DataTo2024","08-DataTo2024","All","data/stepwise/models/08-DataTo2024/model_payload.rds",""
1993,0.643123175364002,1390.04,2161.39,68.308455,0.12110216907343,0.321725,"08-DataTo2024","08-DataTo2024","08-DataTo2024","All","data/stepwise/models/08-DataTo2024/model_payload.rds",""
1994,0.623253541991459,1365.24,2190.505,158.271466,0.143333220199751,0.37615,"08-DataTo2024","08-DataTo2024","08-DataTo2024","All","data/stepwise/models/08-DataTo2024/model_payload.rds",""
1995,0.60537723272593,1344.1675,2220.38,88.389097,0.121622547448516,0.336825,"08-DataTo2024","08-DataTo2024","08-DataTo2024","All","data/stepwise/models/08-DataTo2024/model_payload.rds",""
1996,0.594514632336039,1299.6075,2185.9975,175.147484,0.1421553570522,0.317325,"08-DataTo2024","08-DataTo2024","08-DataTo2024","All","data/stepwise/models/08-DataTo2024/model_payload.rds",""
1997,0.600598842535696,1343.93,2237.65,76.182746,0.162061903347598,0.39885,"08-DataTo2024","08-DataTo2024","08-DataTo2024","All","data/stepwise/models/08-DataTo2024/model_payload.rds",""
1998,0.590239904164434,1357.4175,2299.7725,148.018759,0.204927634278023,0.470075,"08-DataTo2024","08-DataTo2024","08-DataTo2024","All","data/stepwise/models/08-DataTo2024/model_payload.rds",""
1999,0.57441364743132,1335.2475,2324.54,102.965482,0.259759556903381,0.514575,"08-DataTo2024","08-DataTo2024","08-DataTo2024","All","data/stepwise/models/08-DataTo2024/model_payload.rds",""
2000,0.545442029547672,1247.97,2287.9975,184.228651,0.223760212920534,0.496875,"08-DataTo2024","08-DataTo2024","08-DataTo2024","All","data/stepwise/models/08-DataTo2024/model_payload.rds",""
2001,0.52132562927542,1177.44,2258.55,98.100753,0.17462848534299,0.4302,"08-DataTo2024","08-DataTo2024","08-DataTo2024","All","data/stepwise/models/08-DataTo2024/model_payload.rds",""
2002,0.504814920420965,1168.485,2314.68,139.297664,0.174929178293213,0.533725,"08-DataTo2024","08-DataTo2024","08-DataTo2024","All","data/stepwise/models/08-DataTo2024/model_payload.rds",""
2003,0.492528456656871,1174.4575,2384.5475,88.83757,0.238149523027893,0.487525,"08-DataTo2024","08-DataTo2024","08-DataTo2024","All","data/stepwise/models/08-DataTo2024/model_payload.rds",""
2004,0.482365256407455,1158.9175,2402.5725,172.742284,0.232843663145942,0.67615,"08-DataTo2024","08-DataTo2024","08-DataTo2024","All","data/stepwise/models/08-DataTo2024/model_payload.rds",""
2005,0.465779080540457,1104.77325,2371.8825,103.48737,0.207195834130223,0.534075,"08-DataTo2024","08-DataTo2024","08-DataTo2024","All","data/stepwise/models/08-DataTo2024/model_payload.rds",""
2006,0.454792692896221,1084.83975,2385.35,90.240177,0.23221198735838,0.576925,"08-DataTo2024","08-DataTo2024","08-DataTo2024","All","data/stepwise/models/08-DataTo2024/model_payload.rds",""
2007,0.446463272344025,1078.105,2414.7675,127.116209,0.255455817974417,0.595,"08-DataTo2024","08-DataTo2024","08-DataTo2024","All","data/stepwise/models/08-DataTo2024/model_payload.rds",""
